participant	content	token	lemma	tagged_token	tagged_lemma	file
CHI	but there wouldn't be two steals in a row would there  	['but', 'there', 'would', 'not', 'be', 'two', 'steals', 'in', 'a', 'row', 'would', 'there']	['but', 'there', 'would', 'not', 'be', 'two', 'steal', 'in', 'a', 'row', 'would', 'there']	[('but', 'CC'), ('there', 'EX'), ('would', 'MD'), ('not', 'RB'), ('be', 'VB'), ('two', 'CD'), ('steals', 'NNS'), ('in', 'IN'), ('a', 'DT'), ('row', 'NN'), ('would', 'MD'), ('there', 'VB')]	[('but', 'CC'), ('there', 'EX'), ('would', 'MD'), ('not', 'RB'), ('be', 'VB'), ('two', 'CD'), ('steal', 'NN'), ('in', 'IN'), ('a', 'DT'), ('row', 'NN'), ('would', 'MD'), ('there', 'VB')]	Dyad4-time1-condTD.txt
MOT	and he's    that last one was blue and this guy's green  	"['and', 'he', 'is', 'that', 'last', 'one', 'was', 'blue', 'and', 'this', 'guy', ""'s"", 'green']"	"['and', 'he', 'be', 'that', 'last', 'one', 'be', 'blue', 'and', 'this', 'guy', ""'s"", 'green']"	"[('and', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('that', 'IN'), ('last', 'JJ'), ('one', 'CD'), ('was', 'VBD'), ('blue', 'NN'), ('and', 'CC'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('green', 'JJ')]"	"[('and', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('that', 'IN'), ('last', 'JJ'), ('one', 'CD'), ('be', 'VB'), ('blue', 'JJ'), ('and', 'CC'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('green', 'JJ')]"	Dyad4-time1-condTD.txt
CHI	and this guy's green do we run  	"['and', 'this', 'guy', ""'s"", 'green', 'do', 'we', 'run']"	"['and', 'this', 'guy', ""'s"", 'green', 'do', 'we', 'run']"	"[('and', 'CC'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('green', 'JJ'), ('do', 'VBP'), ('we', 'PRP'), ('run', 'VB')]"	"[('and', 'CC'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('green', 'JJ'), ('do', 'VBP'), ('we', 'PRP'), ('run', 'VB')]"	Dyad4-time1-condTD.txt
MOT	does that change anything   sure let's see what happens when we run away  	['does', 'that', 'change', 'anything', 'sure', 'let', 'us', 'see', 'what', 'happens', 'when', 'we', 'run', 'away']	['do', 'that', 'change', 'anything', 'sure', 'let', 'u', 'see', 'what', 'happen', 'when', 'we', 'run', 'away']	[('does', 'VBZ'), ('that', 'IN'), ('change', 'VB'), ('anything', 'NN'), ('sure', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('see', 'VB'), ('what', 'WP'), ('happens', 'VBZ'), ('when', 'WRB'), ('we', 'PRP'), ('run', 'VBP'), ('away', 'RB')]	[('do', 'VBP'), ('that', 'DT'), ('change', 'NN'), ('anything', 'NN'), ('sure', 'JJ'), ('let', 'VB'), ('u', 'JJ'), ('see', 'VB'), ('what', 'WP'), ('happen', 'VB'), ('when', 'WRB'), ('we', 'PRP'), ('run', 'VBP'), ('away', 'RB')]	Dyad4-time1-condTD.txt
CHI	is it biased to the greens    is that    it's a friendly one   it was all like  grr   	['is', 'it', 'biased', 'to', 'the', 'greens', 'is', 'that', 'it', 'is', 'a', 'friendly', 'one', 'it', 'was', 'all', 'like', 'grr']	['be', 'it', 'bias', 'to', 'the', 'green', 'be', 'that', 'it', 'be', 'a', 'friendly', 'one', 'it', 'be', 'all', 'like', 'grr']	[('is', 'VBZ'), ('it', 'PRP'), ('biased', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('greens', 'NNS'), ('is', 'VBZ'), ('that', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'CD'), ('it', 'PRP'), ('was', 'VBD'), ('all', 'DT'), ('like', 'IN'), ('grr', 'NNS')]	[('be', 'VB'), ('it', 'PRP'), ('bias', 'VB'), ('to', 'TO'), ('the', 'DT'), ('green', 'JJ'), ('be', 'VB'), ('that', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'CD'), ('it', 'PRP'), ('be', 'VB'), ('all', 'DT'), ('like', 'IN'), ('grr', 'NNS')]	Dyad4-time1-condTD.txt
MOT	maybe green ones are friendly   racist game  	['maybe', 'green', 'ones', 'are', 'friendly', 'racist', 'game']	['maybe', 'green', 'one', 'be', 'friendly', 'racist', 'game']	[('maybe', 'RB'), ('green', 'JJ'), ('ones', 'NNS'), ('are', 'VBP'), ('friendly', 'JJ'), ('racist', 'JJ'), ('game', 'NN')]	[('maybe', 'RB'), ('green', 'JJ'), ('one', 'CD'), ('be', 'VB'), ('friendly', 'JJ'), ('racist', 'JJ'), ('game', 'NN')]	Dyad4-time1-condTD.txt
CHI	okay this one's  this one looks nice   he looks    he just looks   	"['okay', 'this', 'one', ""'s"", 'this', 'one', 'looks', 'nice', 'he', 'looks', 'he', 'just', 'looks']"	"['okay', 'this', 'one', ""'s"", 'this', 'one', 'look', 'nice', 'he', 'look', 'he', 'just', 'look']"	"[('okay', 'NN'), ('this', 'DT'), ('one', 'NN'), (""'s"", 'POS'), ('this', 'DT'), ('one', 'CD'), ('looks', 'VBZ'), ('nice', 'JJ'), ('he', 'PRP'), ('looks', 'VBZ'), ('he', 'PRP'), ('just', 'RB'), ('looks', 'VBZ')]"	"[('okay', 'NN'), ('this', 'DT'), ('one', 'NN'), (""'s"", 'POS'), ('this', 'DT'), ('one', 'CD'), ('look', 'NN'), ('nice', 'CC'), ('he', 'PRP'), ('look', 'VBZ'), ('he', 'PRP'), ('just', 'RB'), ('look', 'VB')]"	Dyad4-time1-condTD.txt
MOT	but he's blue  	['but', 'he', 'is', 'blue']	['but', 'he', 'be', 'blue']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('blue', 'JJ')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('blue', 'JJ')]	Dyad4-time1-condTD.txt
CHI	is turning into like a race thing  	['is', 'turning', 'into', 'like', 'a', 'race', 'thing']	['be', 'turn', 'into', 'like', 'a', 'race', 'thing']	[('is', 'VBZ'), ('turning', 'VBG'), ('into', 'IN'), ('like', 'IN'), ('a', 'DT'), ('race', 'NN'), ('thing', 'NN')]	[('be', 'VB'), ('turn', 'VBN'), ('into', 'IN'), ('like', 'IN'), ('a', 'DT'), ('race', 'NN'), ('thing', 'NN')]	Dyad4-time1-condTD.txt
MOT	i hope not  	['i', 'hope', 'not']	['i', 'hope', 'not']	[('i', 'NNS'), ('hope', 'VBP'), ('not', 'RB')]	[('i', 'NNS'), ('hope', 'VBP'), ('not', 'RB')]	Dyad4-time1-condTD.txt
CHI	with aliens  	['with', 'aliens']	['with', 'alien']	[('with', 'IN'), ('aliens', 'NNS')]	[('with', 'IN'), ('alien', 'JJ')]	Dyad4-time1-condTD.txt
MOT	we should rethink this let's just ask  	['we', 'should', 'rethink', 'this', 'let', 'us', 'just', 'ask']	['we', 'should', 'rethink', 'this', 'let', 'u', 'just', 'ask']	[('we', 'PRP'), ('should', 'MD'), ('rethink', 'VB'), ('this', 'DT'), ('let', 'VB'), ('us', 'PRP'), ('just', 'RB'), ('ask', 'VB')]	[('we', 'PRP'), ('should', 'MD'), ('rethink', 'VB'), ('this', 'DT'), ('let', 'NN'), ('u', 'VB'), ('just', 'RB'), ('ask', 'VB')]	Dyad4-time1-condTD.txt
CHI	let's ask him let's   let's ask   yeah nice   oo eighteen points   this is the same one  	['let', 'us', 'ask', 'him', 'let', 'us', 'let', 'us', 'ask', 'yeah', 'nice', 'oo', 'eighteen', 'points', 'this', 'is', 'the', 'same', 'one']	['let', 'u', 'ask', 'him', 'let', 'u', 'let', 'u', 'ask', 'yeah', 'nice', 'oo', 'eighteen', 'point', 'this', 'be', 'the', 'same', 'one']	[('let', 'VB'), ('us', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('let', 'VB'), ('us', 'PRP'), ('let', 'VB'), ('us', 'PRP'), ('ask', 'VB'), ('yeah', 'PRP'), ('nice', 'JJ'), ('oo', 'RB'), ('eighteen', 'JJ'), ('points', 'NNS'), ('this', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('one', 'NN')]	[('let', 'VB'), ('u', 'JJ'), ('ask', 'VB'), ('him', 'PRP'), ('let', 'VB'), ('u', 'JJ'), ('let', 'VB'), ('u', 'JJ'), ('ask', 'VB'), ('yeah', 'JJ'), ('nice', 'JJ'), ('oo', 'NN'), ('eighteen', 'JJ'), ('point', 'NN'), ('this', 'DT'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('one', 'NN')]	Dyad4-time1-condTD.txt
MOT	the other guys had spots  	['the', 'other', 'guys', 'had', 'spots']	['the', 'other', 'guy', 'have', 'spot']	[('the', 'DT'), ('other', 'JJ'), ('guys', 'NNS'), ('had', 'VBD'), ('spots', 'NNS')]	[('the', 'DT'), ('other', 'JJ'), ('guy', 'NN'), ('have', 'VBP'), ('spot', 'NN')]	Dyad4-time1-condTD.txt
CHI	 he did  	['he', 'did']	['he', 'do']	[('he', 'PRP'), ('did', 'VBD')]	[('he', 'PRP'), ('do', 'VB')]	Dyad4-time1-condTD.txt
MOT	let's do the same  	['let', 'us', 'do', 'the', 'same']	['let', 'u', 'do', 'the', 'same']	[('let', 'VB'), ('us', 'PRP'), ('do', 'VB'), ('the', 'DT'), ('same', 'JJ')]	[('let', 'VB'), ('u', 'JJ'), ('do', 'VB'), ('the', 'DT'), ('same', 'JJ')]	Dyad4-time1-condTD.txt
CHI	should we wave him  	['should', 'we', 'wave', 'him']	['should', 'we', 'wave', 'him']	[('should', 'MD'), ('we', 'PRP'), ('wave', 'VB'), ('him', 'PRP')]	[('should', 'MD'), ('we', 'PRP'), ('wave', 'VB'), ('him', 'PRP')]	Dyad4-time1-condTD.txt
MOT	'cause we haven't tried that yet you mean  	['because', 'we', 'have', 'not', 'tried', 'that', 'yet', 'you', 'mean']	['because', 'we', 'have', 'not', 'try', 'that', 'yet', 'you', 'mean']	[('because', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('not', 'RB'), ('tried', 'VBN'), ('that', 'IN'), ('yet', 'RB'), ('you', 'PRP'), ('mean', 'VBP')]	[('because', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('not', 'RB'), ('try', 'VB'), ('that', 'IN'), ('yet', 'RB'), ('you', 'PRP'), ('mean', 'VBP')]	Dyad4-time1-condTD.txt
CHI	we haven't tried it   hello run away  	['we', 'have', 'not', 'tried', 'it', 'hello', 'run', 'away']	['we', 'have', 'not', 'try', 'it', 'hello', 'run', 'away']	[('we', 'PRP'), ('have', 'VBP'), ('not', 'RB'), ('tried', 'VBN'), ('it', 'PRP'), ('hello', 'JJ'), ('run', 'VB'), ('away', 'RP')]	[('we', 'PRP'), ('have', 'VBP'), ('not', 'RB'), ('try', 'VB'), ('it', 'PRP'), ('hello', 'JJ'), ('run', 'VB'), ('away', 'RP')]	Dyad4-time1-condTD.txt
MOT	there has to be a pattern we have to figure it out  	['there', 'has', 'to', 'be', 'a', 'pattern', 'we', 'have', 'to', 'figure', 'it', 'out']	['there', 'have', 'to', 'be', 'a', 'pattern', 'we', 'have', 'to', 'figure', 'it', 'out']	[('there', 'RB'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('a', 'DT'), ('pattern', 'NN'), ('we', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('figure', 'VB'), ('it', 'PRP'), ('out', 'RP')]	[('there', 'RB'), ('have', 'VBP'), ('to', 'TO'), ('be', 'VB'), ('a', 'DT'), ('pattern', 'NN'), ('we', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('figure', 'VB'), ('it', 'PRP'), ('out', 'RP')]	Dyad4-time1-condTD.txt
CHI	okay so this guy is the same but with weak arms   should we steal  	['okay', 'so', 'this', 'guy', 'is', 'the', 'same', 'but', 'with', 'weak', 'arms', 'should', 'we', 'steal']	['okay', 'so', 'this', 'guy', 'be', 'the', 'same', 'but', 'with', 'weak', 'arm', 'should', 'we', 'steal']	[('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('but', 'CC'), ('with', 'IN'), ('weak', 'JJ'), ('arms', 'NNS'), ('should', 'MD'), ('we', 'PRP'), ('steal', 'VB')]	[('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('but', 'CC'), ('with', 'IN'), ('weak', 'JJ'), ('arm', 'NN'), ('should', 'MD'), ('we', 'PRP'), ('steal', 'VB')]	Dyad4-time1-condTD.txt
MOT	'cause he's weak  	['because', 'he', 'is', 'weak']	['because', 'he', 'be', 'weak']	[('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('weak', 'JJ')]	[('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('weak', 'JJ')]	Dyad4-time1-condTD.txt
CHI	yeah he can't run after us we could ask him  	['yeah', 'he', 'can', 'not', 'run', 'after', 'us', 'we', 'could', 'ask', 'him']	['yeah', 'he', 'can', 'not', 'run', 'after', 'u', 'we', 'could', 'ask', 'him']	[('yeah', 'NN'), ('he', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('run', 'VB'), ('after', 'IN'), ('us', 'PRP'), ('we', 'PRP'), ('could', 'MD'), ('ask', 'VB'), ('him', 'PRP')]	[('yeah', 'NN'), ('he', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('run', 'VB'), ('after', 'IN'), ('u', 'NN'), ('we', 'PRP'), ('could', 'MD'), ('ask', 'VB'), ('him', 'PRP')]	Dyad4-time1-condTD.txt
MOT	okay let's ask him  	['okay', 'let', 'us', 'ask', 'him']	['okay', 'let', 'u', 'ask', 'him']	[('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('ask', 'VB'), ('him', 'PRP')]	[('okay', 'JJ'), ('let', 'NN'), ('u', 'JJ'), ('ask', 'VB'), ('him', 'PRP')]	Dyad4-time1-condTD.txt
CHI	he looks friendly  	['he', 'looks', 'friendly']	['he', 'look', 'friendly']	[('he', 'PRP'), ('looks', 'VBZ'), ('friendly', 'JJ')]	[('he', 'PRP'), ('look', 'VBZ'), ('friendly', 'JJ')]	Dyad4-time1-condTD.txt
MOT	you should've just waved  	['you', 'should', 'have', 'just', 'waved']	['you', 'should', 'have', 'just', 'wave']	[('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('just', 'RB'), ('waved', 'VBN')]	[('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('just', 'RB'), ('wave', 'VB')]	Dyad4-time1-condTD.txt
CHI	just waved  	['just', 'waved']	['just', 'wave']	[('just', 'RB'), ('waved', 'VBN')]	[('just', 'RB'), ('wave', 'VB')]	Dyad4-time1-condTD.txt
MOT	why did we   	['why', 'did', 'we']	['why', 'do', 'we']	[('why', 'WRB'), ('did', 'VBD'), ('we', 'PRP')]	[('why', 'WRB'), ('do', 'VBP'), ('we', 'PRP')]	Dyad4-time1-condTD.txt
CHI	there's no gem  	['there', 'is', 'no', 'gem']	['there', 'be', 'no', 'gem']	[('there', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('gem', 'NN')]	[('there', 'RB'), ('be', 'VB'), ('no', 'DT'), ('gem', 'NN')]	Dyad4-time1-condTD.txt
MOT	what's the mistake  	['what', 'is', 'the', 'mistake']	['what', 'be', 'the', 'mistake']	[('what', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('mistake', 'NN')]	[('what', 'WP'), ('be', 'VB'), ('the', 'DT'), ('mistake', 'NN')]	Dyad4-time1-condTD.txt
CHI	maybe does this mean that they have gems   are they  is it like huntergatherer  	['maybe', 'does', 'this', 'mean', 'that', 'they', 'have', 'gems', 'are', 'they', 'is', 'it', 'like', 'huntergatherer']	['maybe', 'do', 'this', 'mean', 'that', 'they', 'have', 'gem', 'be', 'they', 'be', 'it', 'like', 'huntergatherer']	[('maybe', 'RB'), ('does', 'VBZ'), ('this', 'DT'), ('mean', 'NN'), ('that', 'IN'), ('they', 'PRP'), ('have', 'VBP'), ('gems', 'NNS'), ('are', 'VBP'), ('they', 'PRP'), ('is', 'VBZ'), ('it', 'PRP'), ('like', 'IN'), ('huntergatherer', 'NN')]	[('maybe', 'RB'), ('do', 'VBP'), ('this', 'DT'), ('mean', 'NN'), ('that', 'IN'), ('they', 'PRP'), ('have', 'VBP'), ('gem', 'VBN'), ('be', 'VB'), ('they', 'PRP'), ('be', 'VB'), ('it', 'PRP'), ('like', 'IN'), ('huntergatherer', 'NN')]	Dyad4-time1-condTD.txt
MOT	like   whoo i have  like  i have gems    you'd think he wouldn't wanna advertise that  	['like', 'whoo', 'i', 'have', 'like', 'i', 'have', 'gems', 'you', 'would', 'think', 'he', 'would', 'not', 'wan', 'na', 'advertise', 'that']	['like', 'whoo', 'i', 'have', 'like', 'i', 'have', 'gems', 'you', 'would', 'think', 'he', 'would', 'not', 'wan', 'na', 'advertise', 'that']	[('like', 'IN'), ('whoo', 'NN'), ('i', 'NNS'), ('have', 'VBP'), ('like', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('gems', 'VBN'), ('you', 'PRP'), ('would', 'MD'), ('think', 'VB'), ('he', 'PRP'), ('would', 'MD'), ('not', 'RB'), ('wan', 'VB'), ('na', 'TO'), ('advertise', 'VB'), ('that', 'DT')]	[('like', 'IN'), ('whoo', 'NN'), ('i', 'NNS'), ('have', 'VBP'), ('like', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('gems', 'VBN'), ('you', 'PRP'), ('would', 'MD'), ('think', 'VB'), ('he', 'PRP'), ('would', 'MD'), ('not', 'RB'), ('wan', 'VB'), ('na', 'TO'), ('advertise', 'VB'), ('that', 'DT')]	Dyad4-time1-condTD.txt
CHI	okay  okay so this guy's big and   green steal  	"['okay', 'okay', 'so', 'this', 'guy', ""'s"", 'big', 'and', 'green', 'steal']"	"['okay', 'okay', 'so', 'this', 'guy', ""'s"", 'big', 'and', 'green', 'steal']"	"[('okay', 'JJ'), ('okay', 'NN'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('big', 'JJ'), ('and', 'CC'), ('green', 'JJ'), ('steal', 'NN')]"	"[('okay', 'JJ'), ('okay', 'NN'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('big', 'JJ'), ('and', 'CC'), ('green', 'JJ'), ('steal', 'NN')]"	Dyad4-time1-condTD.txt
MOT	i don't remember what happened with the other green one   we stole from the   	['i', 'do', 'not', 'remember', 'what', 'happened', 'with', 'the', 'other', 'green', 'one', 'we', 'stole', 'from', 'the']	['i', 'do', 'not', 'remember', 'what', 'happen', 'with', 'the', 'other', 'green', 'one', 'we', 'steal', 'from', 'the']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('remember', 'VB'), ('what', 'WP'), ('happened', 'VBD'), ('with', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('green', 'JJ'), ('one', 'CD'), ('we', 'PRP'), ('stole', 'VBP'), ('from', 'IN'), ('the', 'DT')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('remember', 'VB'), ('what', 'WP'), ('happen', 'VB'), ('with', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('green', 'JJ'), ('one', 'CD'), ('we', 'PRP'), ('steal', 'VBP'), ('from', 'IN'), ('the', 'DT')]	Dyad4-time1-condTD.txt
CHI	we stole from the green guy   gonna steal he's friendly   we just stole from this guy  	['we', 'stole', 'from', 'the', 'green', 'guy', 'gon', 'na', 'steal', 'he', 'is', 'friendly', 'we', 'just', 'stole', 'from', 'this', 'guy']	['we', 'steal', 'from', 'the', 'green', 'guy', 'gon', 'na', 'steal', 'he', 'be', 'friendly', 'we', 'just', 'steal', 'from', 'this', 'guy']	[('we', 'PRP'), ('stole', 'VBP'), ('from', 'IN'), ('the', 'DT'), ('green', 'JJ'), ('guy', 'NN'), ('gon', 'NN'), ('na', 'TO'), ('steal', 'VB'), ('he', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ'), ('we', 'PRP'), ('just', 'RB'), ('stole', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN')]	[('we', 'PRP'), ('steal', 'VBP'), ('from', 'IN'), ('the', 'DT'), ('green', 'JJ'), ('guy', 'NN'), ('gon', 'NN'), ('na', 'TO'), ('steal', 'VB'), ('he', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('we', 'PRP'), ('just', 'RB'), ('steal', 'VB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN')]	Dyad4-time1-condTD.txt
MOT	i think we might lose quickly  	['i', 'think', 'we', 'might', 'lose', 'quickly']	['i', 'think', 'we', 'might', 'lose', 'quickly']	[('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('might', 'MD'), ('lose', 'VB'), ('quickly', 'RB')]	[('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('might', 'MD'), ('lose', 'VB'), ('quickly', 'RB')]	Dyad4-time1-condTD.txt
CHI	yeah we   can we get negative points  	['yeah', 'we', 'can', 'we', 'get', 'negative', 'points']	['yeah', 'we', 'can', 'we', 'get', 'negative', 'point']	[('yeah', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('we', 'PRP'), ('get', 'VB'), ('negative', 'JJ'), ('points', 'NNS')]	[('yeah', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('we', 'PRP'), ('get', 'VB'), ('negative', 'JJ'), ('point', 'NN')]	Dyad4-time1-condTD.txt
